iso,App,English,Company,Type
lt,머지포인트,Mudgee points,Mergeplus,
lt,Flashy,Flashy,"Mgd Online, c.a.",
lt,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
lt,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
lt,Rappi,Love,"Rappi, Inc - Delivery",
lt,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
lt,Domino's Pizza Malaysia,Domino's Pizza Malaysia,Domino's Pizza LLC,Official(Fast food) resturant delivery
lt,McDonald's,McDonald's,McDonald's Apps,
lt,Bolt Food,Bolt Food,Bolt Technology,
lt,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
lt,KFC Egypt,KFC Egypt,Americana Food Co,
lt,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
lt,Starbucks Malaysia,Starbucks Malaysia,Starbucks Coffee Company,
lt,ZUS Coffee,ZUS Coffee,ZUS Coffee,
lt,GrabMerchant,GrabMerchant,Grab Holdings,
lt,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
lt,LalaFood Partners - Driver,LalaFood Partners - Driver,LALA APP,
lt,Halo.com.my,Halo.com.my,BPTT TRADING SDN BHD,
lt,Mangan.ph,Mangan.ph,Mangan.ph,
lt,HappyApp,HappyApp,HappyApp.PH,
lt,Baskin-Robbins,Baskin-Robbins,Baskin Robbins Mobile,
lt,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
lt,Chowking UAE,Chowking UAE,Resolute LLC,
lt,When In Baguio Eat,When In Baguio Eat,TYFLG,
lt,Tealive,Tealive,Loob Holding,
lt,Toktok Driver,Dokdo Driver,Digital Aggregator,
lt,OdaMakan,OdaMakan,Sumhero,
lt,Bites Card,Bites Card,Food Purveyor,
lt,LEB,LEB,"LEB Online Grocery Services, Inc.",
lt,KFC South Africa,KFC South Africa,Yum! Brands Inc.,
lt,Bolt Food,Bolt Food,Bolt Technology,
lt,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
lt,aliments,food,Nexstream,
lt,MyeongDong Topokki,MyeongDong Topokki,Cravito Group Sdn Bhd,
lt,Drinkies,Drinkies,Heineken International,
lt,MY McD Feedback,MY McD Feedback,GBW,
lt,Scoot It,Scoot It,Scoot It Inc,
lt,Thuma Mina Eats,Send me Eats,Moila Hosting,
lt,KFC Egypt,KFC Egypt,Americana Food Co,
lt,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
lt,TK Bakery,TK Bakery,TK Bakery,
lt,"Fave - Deal, Pay, eCard","Fave - Deal, Pay, eCard",Fave Group Pte Ltd,
qa,elmenus - Discover & Order food,elmenus - Discover & Order food,elmenus,
qa,Sushi King MY,Sushi King MY,Sushi King,
qa,Ordera,Ordera,Ordera,
qa,EASI MY Merchant,EASI MY Merchant,NKL360 MALAYSIA SDN. BHD.,
qa,Foursquare City Guide,Foursquare City Guide,Foursquare,
qa,Tawfeer Market,Tawfeer Market,Guarismo for Integrated Solutions,
qa,Онлайн-супермаркет Arbuz.kz,Online supermarket Arbuz.kz,Arbuz.kz,
qa,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
qa,DelPapa,DelPapa,AB Restaurants,
qa,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
qa,Kulikovskiy,Kulikovskiy,Kulikov App,
qa,Diet Recipes,Diet Recipes,DIL,
qa,Книга рецептов : Рецепты на каждый день,Cookbook: Recipes for every day,BrainSoftDuo,
qa,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
qa,Бродвей Бургер,Broadway Burger,AB Restaurants,
qa,Intermittent Fasting,Intermittent Fasting,5W Verlag GmbH,
qa,Вплюсе,Vplyuse,RG Brands,
qa,Chechil Pub,Chechil Pub,LoyaltyPlant,
qa,"KFC - Доставки,Талони и Отстъпки",KFC - Supplies Coupons and Discounts,Samex EOOD,
qa,Weight Loss Recipes,Weight Loss Recipes,DIL,
qa,Торт рецепті казакша 1,Cake recipe Kazaksha 1,Android Apps World,
qa,BURЖУЙ,BURZHUY,RISElogic,
qa,McDonald's,McDonald's,McDonald's Apps,
qa,Три самурая,three samurai,Aeroapps LLC,
qa,Papa John's Kazakhstan,Papa John's Kazakhstan,PJ Kazakhstan,
qa,Простые рецепты,simple recipes,ImpulseRecipes,
qa,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
qa,Морепродукты КЗ,SC Seafood,ITERA Software Lab,
qa,KFC UAE (United Arab Emirates),KFC UAE (United Arab Emirates),Americana Food Co,
qa,Bike Mod,Bike Mod,motooo 3D,
qa,Turandot Loyalty,Turandot Loyalty,Turandot LLC,
qa,Arba Wine,or Wine,ТОО Arba Wine,
qa,Торты домашние Рецепты с фото,Cakes homemade recipes with photos,belisimo2016,
qa,Тәтті тағамдар рецепті 2,Recipe for sweet dishes 2,Android Apps World,
qa,"PROПорции,  меню на месяц для похудения",PROPortsii menu for a month to lose weight,Anna Verkhoturova,
qa,Recipes with photo from Smachno,Recipes with photo from Smachno,VRG soft,
qa,Пятёрочка,Pyaterochka,Пятёрочка,
qa,Простые рецепты с фото бесплатно. Кулинарная книга,Simple recipes with photos for free. cookbook,Merry Kitchen,
qa,Кулинарная книга. Рецепты,Cookbook. recipes,trey0102,
qa,De'Longhi Livenza Grill,De'Longhi Rosa Grill,De'Longhi Appliances S.r.l,
qa,Leader,Leader,ABM Cloud,
qa,Жан Плов Лагман,Jean cuisine Laghman,ZOOM APPLICATION LABORATORY,
qa,Biochemica - диета для похудения. Рецепты пп.,Biochemica - diet for weight loss. Recipes claims.,Sintez Corp.,
qa,DOS OSETIN,DOS OSETIN,ОБЛЕПИХА,
qa,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
qa,ҚМДБ xалал өнімдері,Dumka xalal products,Thousand IT Group,
qa,Basilic–Территория Вкусной Еды,Basilic-Territory delicious food,RISElogic,
qa,"Qurba - Hot Meals, Hot Deals","Qurba - Hot Meals, Hot Deals",Qurba.io,
qa,KFC Kuwait,KFC Kuwait,Americana Food Co,
qa,McDonald's,McDonald's,McDonald's Apps,
sa,GrabMerchant,GrabMerchant,Grab Holdings,
sa,FOOD.ID - Buy and Sell Groceries Online,FOOD.ID - Buy and Sell Groceries Online,Kulina,
sa,Yes Rewards by ENOC,Yes Rewards by ENOC,Emirates National Oil Company Limited (ENOC) L.L.C,
sa,Go Food,Go Food,OneSolution.lk,
sa,PizzaHut UAE,PizzaHut UAE,PIZZA HUT METAPAK,Official(Fast food) resturant delivery
sa,Papa John’s Pizza UAE,Papa John’s Pizza UAE,PJP Investments,Official(Fast food) resturant delivery
sa,Tim Hortons GCC,Tim Hortons GCC,TIMHORTONS GCC,
sa,Costa Coffee Club UAE,Costa Coffee Club UAE,Emirates Leisure Retail LLC,
sa,Hangry,Hangry,Hangry App,
sa,Atlantis Circle,Atlantis Circle,"Atlantis The Palm, Dubai",
sa,Burger King Arabia,Burger King Arabia,Skyline Dynamics,
sa,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
sa,Archana's Kitchen - Simple Recipes & Cooking Ideas,Archana's Kitchen - Simple Recipes & Cooking Ideas,Archana's Kitchen,
sa,My Recipe Box : RecetteTek,My Recipe Box : RecetteTek,CmonApp,
sa,Tasty,Tasty,BuzzFeed,
sa,GrabMerchant,GrabMerchant,Grab Holdings,
sa,Intermittent Fasting,Intermittent Fasting,5W Verlag GmbH,
sa,Oasis Direct,Oasis Direct,OASIS PURE WATER FACTORY L.L.C,
sa,Rappi,Love,"Rappi, Inc - Delivery",
sa,Lads Burger,Lads Burger,Back 2 Back Group,
sa,Zakaz.ua,Zakaz.ua,"""ZAKAZ UKRAINE"" LLC",
sa,Bolt Food,Bolt Food,Bolt Technology,
sa,Cocktailpedia - Drink Recipes,Cocktailpedia - Drink Recipes,Sentor Team,
sa,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
sa,Ooni Pizza Ovens,Ooni Pizza Ovens,Ooni Pizza Ovens,
sa,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
sa,Texas Chicken,Texas Chicken,ParadigmSolutions,
sa,Rappi,Love,"Rappi, Inc - Delivery",
sa,COFE,COFE,Cofe District,
sa,Rappi,Love,"Rappi, Inc - Delivery",
sa,My Cocktail Bar,My Cocktail Bar,Roman Shuvaev,
sa,Careem NOW: Order food & more,Careem NOW: Order food & more,Careem,
sa,Rappi,Love,"Rappi, Inc - Delivery",
sa,Zaatar w Zeit UAE,Zaatar w Time UAE,Zaatar w Zeit UAE,
sa,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
sa,Bolt Food,Bolt Food,Bolt Technology,
sa,"Indian recipes in Hindi, English,Gujarati, Marathi","Indian recipes in Hindi, English,Gujarati, Marathi",BetterButter,
sa,Al Bayan Water,Al Bayan Water,Agthia Group,
sa,Organic Pizza,Organic Pizza,Organic Foods & Cafe,
sa,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
sa,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
sa,McDonald's,McDonald's,McDonald's Apps,
sa,KFC Egypt,KFC Egypt,Americana Food Co,
sa,Rappi,Love,"Rappi, Inc - Delivery",
sa,All in One Food Ordering App - Order Online Food,All in One Food Ordering App - Order Online Food,Bhaumik Panchal,
sa,Offerat,offer,Mohammad Salman,
sa,BabDarak,BabDarak,Raed Al-Akash,
sa,Bilforon | بالفرن,Bilforon | Oven,Bilforon Information Systems LLC.,
sa,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
sa,Пятёрочка,Pyaterochka,Пятёрочка,
lv,KFC Kuwait,KFC Kuwait,Americana Food Co,
lv,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
lv,Bolt Food,Bolt Food,Bolt Technology,
lv,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
lv,Rappi,Love,"Rappi, Inc - Delivery",
lv,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
lv,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
lv,Tasty,Tasty,BuzzFeed,
lv,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
lv,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
lv,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
lv,Bolt Food,Bolt Food,Bolt Technology,
lv,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
lv,KFC Egypt,KFC Egypt,Americana Food Co,
lv,Rappi,Love,"Rappi, Inc - Delivery",
lv,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
lv,Aquela Receita,that revenue,Aquela Receita,
lv,DiDi Store,DiDi Store,DiDi Global,
lv,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,
lv,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
lv,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
lv,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
lv,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
lv,Pyszne.pl – order food online,Pyszne.pl – order food online,Takeaway.com,
lv,SABROSÓN,Sabroson,SABROSÓN TECHNOLOGIES S. de R.L. de C.V.,
lv,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
lv,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
lv,REWE - Online Shop & Märkte,REWE - Online Shop & Markets,REWE Markt GmbH,
lv,Rappi,Love,"Rappi, Inc - Delivery",
lv,McDonald's,McDonald's,McDonald's Apps,
lv,Rafeeq,Rafeeq,Rafeeq,
lv,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
lv,Carriage Qatar,Carriage Qatar,Carriage Food and Grocery Delivery,
lv,Bolt Food,Bolt Food,Bolt Technology,
lv,Tim Hortons GCC,Tim Hortons GCC,TIMHORTONS GCC,
lv,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
lv,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
lv,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
lv,Harvest هارفست,Harvest هارفست,iLapk,
lv,KFC Egypt,KFC Egypt,Americana Food Co,
lv,TukTuk Supermarket,TukTuk Supermarket,Tuk-Tuk LLC,
lv,Rappi,Love,"Rappi, Inc - Delivery",
lv,QR Menu - Digital Menu,QR Menu - Digital Menu,J32 Sistemas,
lv,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
lv,Tasty,Tasty,BuzzFeed,
lv,Flashy,Flashy,"Mgd Online, c.a.",
lv,Rappi,Love,"Rappi, Inc - Delivery",
lv,99Food Courier,99Food Courier,99 Food,
lv,99 Store,99 Store,99 Food,
lv,Nando's Qatar,Nndo Men's Qtr,Nando's Qatar,
it,Qatar Delicious,Qatar Delicious,Cham Solutions & Programs,
it,Hungry.az - food ordering,Hungry.az - food ordering,City Carrier,
it,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
it,Domino’s Pizza Azerbaijan,Domino’s Pizza Azerbaijan,HiTech Prime,
it,Bolt Food,Bolt Food,Bolt Technology,
it,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
it,Nuush,Nuush,Dino Development,
it,SnappFood سفارش انلاین غذا و سوپرمارکت,Order online food and grocery SnappFood,Snappfood,
it,noknok - Groceries Made Fast. Really Fast.,noknok - Groceries Made Fast. Really Fast.,eddress,
it,SALATA,SALAD,Weevi,
it,Foursquare City Guide,Foursquare City Guide,Foursquare,
it,Masskar,MASSKAR,Etuwa Concepts Pvt Ltd,
it,Pizza Hut Cyprus,Pizza Hut Cyprus,Pizza Hut Cyprus,Official(Fast food) resturant delivery
it,bartartine,bartartine,Bartartine,
it,BevQ,BevQ,Kerala State Beverages Corporation,
it,Dale3 Jo3ak,Dale3 Jo3ak,AJA Trading and General Services Company S.A.R.L,
it,Del Monte Kitchenomics,Del Monte Kitchenomics,Del Monte Philippines,
it,Hardee's Saudi Arabia - Burger & Sandwich Meals!,Hardee's Saudi Arabia - Burger & Sandwich Meals!,Americana Food Co,
it,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
it,Agrifresh,Agrifresh,Weevi,
it,All In One Food Ordering App - 50+ Food Apps,All In One Food Ordering App - 50+ Food Apps,All In One India,
it,McDonald's,McDonald's,McDonald's Apps,
it,Zaatar w Zeit,Zaatar w Time,zaatarwzeit,
it,Speedi | سبيدي,Speedi | Spidey,Speedi.sa,
it,GrabMerchant,GrabMerchant,Grab Holdings,
it,نعناع - Nana,Nna - Nana,Nana Direct,
it,Wongnai: Restaurants & Reviews,Wongnai: Restaurants & Reviews,Wongnai Media Company Limited,
it,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
it,BURGERIZZR,BURGERIZZR,Burgerizzr,
it,Burger King Thailand,Burger King Thailand,Burger (Thailand) Limited,
it,Pintogogo,Pintogogo,"GogoInnovation Co., Ltd.",
it,Hardee's Saudi Arabia - Burger & Sandwich Meals!,Hardee's Saudi Arabia - Burger & Sandwich Meals!,Americana Food Co,
it,Shawarmer,Shawarmer,Shawarmer App,
it,دومينوز بيتزا Domino’s Pizza,Domino's Pizza Domino's Pizza,"Dominos Middle East, North Africa and Pakistan",Official(Fast food) resturant delivery
it,Rappi,Love,"Rappi, Inc - Delivery",
it,Tim Hortons GCC,Tim Hortons GCC,TIMHORTONS GCC,
it,Karam Express | كرم عالسريع,Karam Express | Karam Aaseraa,eSign,
it,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
it,ALHATAB BAKERY | أفران الحطب,ALHATAB BAKERY | Firewood ovens,eSign,
it,Shawarma Classic,Shawarma Classic,Skyline Dynamics,
it,Kudu Saudi Arabia,Should Saudi Arabia,Kudu Company for Food and Catering,
it,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
it,Koinz,Koinz,GPlanet Technologies,
it,Bolt Food,Bolt Food,Bolt Technology,
it,SimSim Middle Eastern Recipes,SimSim Middle Eastern Recipes,Farideh Shakhshir,
it,أطلب مياه تانيا Tania,I ask Tania Tania water,Tania Bottled Drinking Water LTD,
it,Burger King Arabia,Burger King Arabia,Skyline Dynamics,
it,ماي تيبل - My Table,Mai table - My Table,MyTable,
it,أسواق العامر,Amer markets,Abdullah Ali Al Amer & Brothers Trading Co,
it,ارزاق Arzag,Provisions Arzag,Estimkan,
gr,عريكة الديرة,Complaisant Deira,Zizo Dev,
gr,Jumlaty,Jumlaty,Nomu Ventures,
gr,I'M Hungry,I'M Hungry,I'M Hungry,
gr,COFE,COFE,Cofe District,
gr,BinDawood Grocery,BinDawood Trading,Bindawood,
gr,بيت الشاورما | Shawarma House,House shawarma | Shawarma House,eSign,
gr,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
gr,Foursquare City Guide,Foursquare City Guide,Foursquare,
gr,J Restaurant,J Restaurant,Jahez,
gr,Haseel - حصيل,Haseel - Hesel,haseelapp,
gr,Maeda | مائدة,Maeda | Table,Ali Khatem,
gr,Tasty,Tasty,BuzzFeed,
gr,KFC Egypt,KFC Egypt,Americana Food Co,
gr,Avokado - افوكادو,Avokado - Avocado,avokado,
gr,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
gr,Rappi,Love,"Rappi, Inc - Delivery",
gr,McDonald's,McDonald's,McDonald's Apps,
gr,Los Pollos de San Bartolo,San Bartolo chickens,GlobalFood,
gr,Carl's Jr. Now,Carl's Jr. Now,Implicit Labs,
gr,Rappi,Love,"Rappi, Inc - Delivery",
gr,Taco Coupons,Taco Coupons,Kwanpitit,
gr,QR Menu - Digital Menu,QR Menu - Digital Menu,J32 Sistemas,
gr,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
gr,KFC UAE (United Arab Emirates),KFC UAE (United Arab Emirates),Americana Food Co,
gr,Пятёрочка,Pyaterochka,Пятёрочка,
gr,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
gr,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
gr,Burger King India,Burger King India,BURGER KING INDIA LIMITED,
gr,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
gr,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,
gr,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
gr,Dodo Pizza,Dodo Pizza,Додо Франчайзинг,
gr,Burger King Qatar,Burger King Qatar,LimeTray Tap,
gr,Tasty,Tasty,BuzzFeed,
gr,Rappi,Love,"Rappi, Inc - Delivery",
gr,Ninyapp Dojo,Ninyapp Dojo,DEV NINJA,
gr,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
gr,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
gr,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,
gr,QR Menu - Digital Menu,QR Menu - Digital Menu,J32 Sistemas,
gr,KFC Kuwait,KFC Kuwait,Americana Food Co,
gr,Aquela Receita,that revenue,Aquela Receita,
gr,MR CHEF PANAMÁ,MR CHEF PANAMA,GlobalFood,
gr,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
gr,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
gr,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
gr,머지포인트,Mudgee points,Mergeplus,
gr,Rappi,Love,"Rappi, Inc - Delivery",
gr,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
gr,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
pl,REWE - Online Shop & Märkte,REWE - Online Shop & Markets,REWE Markt GmbH,
pl,"Too Good To Go - fight food waste, save great food","Too Good To Go - fight food waste, save great food",Too Good To Go Aps,
pl,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,
pl,McDonald's,McDonald's,McDonald's Apps,
pl,Burger King Italia,Burger King Italy,Burger King Italy,
pl,Winelivery - L'App per bere!,Winelivery - L'App per bere!,winelivery,
pl,KFC Italia,KFC Italy,KFC ITALY S.r.l.,
pl,Ticket Restaurant®,Ticket Restaurant®,Edenred,
pl,Everli by Supermercato24,Everli by Supermercato24,S24 S.p.A.,
pl,GialloZafferano: le Ricette,GialloZafferano: Recipes,Mondadori Media S.p.A.,
pl,Official Thermomix Cookidoo App,Official Thermomix Cookidoo App,Vorwerk International Co. KmG,
pl,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
pl,Ricette per Bimby,Thermomix Recipes,Ricette Bimby,
pl,Nescafé Dolce Gusto,Nescafé Dolce Gusto,NESTLÉ,
pl,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
pl,Ricette per Friggitrice ad aria,Recipes for Fryer air,Cooking&Fooding,
pl,Yemeksepeti - Order Food & Grocery Easily,Yemeksepeti - Order Food & Grocery Easily,YEMEK SEPETİ ELEKTRONİK İLETİŞİM A.S.,
pl,My Sodexo Benefits,My Sodexo Benefits,Sodexo Motivation Solutions Italia,
pl,Cucinosano,Cucinosano,Scozzese Srl,
pl,MyRepas,MyRepas,Magister Group SpA,
pl,Le ricette di Cookist,The Cookist recipes,Ciaopeople,
pl,TheFork - Restaurants booking and special offers,TheFork - Restaurants booking and special offers,LaFourchette SAS,
pl,LA Piadineria,THE Piadineria,Strooka,
pl,Domino’s Pizza Italia,Domino's Pizza Italian,Epizza Spa,
pl,Roadhouse,Roadhouse,Roadhouse Restaurant,
pl,Argenta,Argenta,MatiPay,
pl,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
pl,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
pl,Svuotafrigo - cerca ricette dagli ingredienti,Svuotafrigo - search recipes by ingredients,Apphost,
pl,Philips Kitchen+ - tasty Airfryer recipes & tips,Philips Kitchen+ - tasty Airfryer recipes & tips,Philips Consumer Lifestyle,
pl,PizzApp+,PizzApp +,Fisico,
pl,ForToGo,ForToGo,ForToGo,
pl,Tannico Express,Tannico Express,Tannico,
pl,Decò Multicedi,Decò Multicedi,Multicedi Srl,
pl,Sushiko,Sushiko,SUSHIKO,
pl,HUMANA VINTAGE,HUMAN VINTAGE,LoyaltyApp,
pl,Mr Cinnamon,Mr Cinnamon,LoyaltyApp,
pl,NaturaSì,NaturaSì,Developer EcorNaturasi,
pl,Dispensa Emilia,Dispensa Emilia,VAIMO SPA,
pl,Coven,Coven,MatiPay,
pl,Consegnam,Consegnam,Digital Food Solutions srl,
pl,Bernabei,Bernabei,Bernabei,
pl,Piacere Lavazza,Pleasure Lavazza,Lavazza S.P.A.,
pl,Hagakure,Hagakure,Ristoranti.it,
pl,Alice Pizza,Alice Pizza,3S Srl,
pl,You Del,You Del,webapp.it,
pl,Bolt Food,Bolt Food,Bolt Technology,
pl,BOX,BOX,COSMOTE GREECE,
pl,마켓컬리-내일의 장보기,Market Curly-shopping tomorrow,(주)컬리,
pl,Pizza Fan Greece,Pizza Fan Greece,PizzaFan,
hr,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
hr,everest,everest,Everest S.A.,
hr,McDonald's,McDonald's,McDonald's Apps,
hr,My Coffee Island,My Coffee Island,Coffee Island,
hr,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
hr,KFC Egypt,KFC Egypt,Americana Food Co,
hr,Fagi.gr,Fagi.gr,Christopher Somarakis,
hr,KFC Malaysia,KFC Malaysia,QSR Brands (M) Holdings Berhad,
hr,Simply Burgers,Simply Burgers,Simply Burgers,
hr,Tasty,Tasty,BuzzFeed,
hr,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
hr,Polis Cuisine & Bakery,Polis Kitchen & Bakery,Istopolis Group,
hr,o Proedros,o Proedros,iProject Ltd.,
hr,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
hr,Kitchen Stories - Recipes & Cooking,Kitchen Stories - Recipes & Cooking,Kitchen Stories,
hr,METRO Cash & Carry,METRO Cash & Carry,METRO ΑΕΒΕ,
hr,Τι να μαγειρέψω σήμερα,What to cook today,Aris Chaschasidis,
hr,Pizza Hut Malaysia,Pizza Hut Malaysia,Pizza Hut Digital Venture,
hr,TheList - Reservation App,TheList - Reservation App,TheList App,
hr,Keto Recipes,Keto Recipes,Rstream Labs,
hr,MY FamilyMart Online,MY FamilyMart Online,QL Maxincome Sdn Bhd,
hr,Sunfresh,Sunfresh,Sunfresh,
hr,Basilico Pizzeria,Basil Pizzeria,Reeva Tech,
hr,"Mealime - Meal Planner, Recipes & Grocery List","Mealime - Meal Planner, Recipes & Grocery List",Mealime Meal Plans Inc,
hr,Shisan Sushi Bar,Shisan Sushi Bar,Till.Tech,
hr,Συνταγές για γλυκά ❤️,Recipes for sweet ❤️,OfflineRecipes,
hr,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
hr,ENZZO COOK BAR,ENZZO COOK BAR,SMARTUP IKE,
hr,Create Baking Recipes - Bake Twister,Create Baking Recipes - Bake Twister,Plant Jammer Recipes,
hr,Συνταγές Offline,recipes Offline,Apostolos Alexiadis,
hr,Pizza Express,Pizza Express,www.pizza-express.gr,
hr,Γυράδικο,Gyradiko,www.deliverymanager.gr,
hr,FatePaketo,FatePaketo,Fate Paketo,
hr,Fresco - Λαμία,Fresco - Lamia,YOUDELIVERY,
hr,Δια Χειρός Αρέτου,Manually APET,SMARTUP IKE,
